Artist,Song Title,Year,Tempo,Genre
Rolfe Kent,0,0,92.244,soundtrack
Dimitri Tiomkin,0,0,84.926,soundtrack
Pheeroan Aklaff,0,0,207.409,free jazz
Moraes Moreira,0,0,185.327,latin jazz
Olivia Ruiz,0,2005,241.892,chanson
Richard Burton,0,0,112.144,jazz fusion
The Roots,0,0,74.162,funk
The Pharcyde,0,2004,130.019,rap
The Doors,0,0,97.035,classic rock
Janet Jackson,0,1986,116.195,dance pop
Rick Snel,0,0,133.0,trance
Erick Sermon,0,1993,97.544,hip hop
Chris Brown,0,0,100.969,r&b
Butthole Surfers,0,1996,122.125,noise rock
Isabel Pantoja,0,1993,163.922,flamenco
Soul Asylum,0,1986,191.226,hard rock
"MichA""le Bernard",0,2002,109.974,chanson
"Raymond LefA""vre",0,0,112.445,orchestra
Chanta Vielma,0,0,81.585,mexico
Helen Love,0,0,142.004,power pop
Undertakin' Daddies,0,0,122.358,canadian
2raumwohnung,0,2010,124.992,tech house
Papoose,0,2006,95.147,hip hop
Andy & Lucas,0,2008,97.786,flamenco
Plump DJs,0,2003,138.046,breakbeat
Konstantinos Galanos,0,0,136.495,greek
Astrovamps,0,0,145.26,deathrock
THE CHIFFONS,0,1963,122.939,doo-wop
Jimmy Durante,0,0,124.656,country rock
Jackie Wilson,0,1958,108.248,chicago soul
RaphaA<<l,0,2003,85.949,chanson
Intars Busulis,0,0,140.029,experimental pop
Sao Paris,0,0,129.903,downtempo
The Meatmen,0,0,149.034,hardcore punk
Quadro Nuevo,0,2006,105.069,tango
Zeca Baleiro,0,2006,122.174,brazilian pop music
Alexis HK,0,0,116.099,chanson
Porcupine Tree,0,2009,132.972,experimental rock
Jimmy Nelson,0,0,106.964,jump blues
Jacques Dutronc,0,1968,137.119,chanson
Less Than Jake,0,2008,120.697,ska punk
Deep Forest,0,1992,145.464,chill-out
Lollipop Lust Kill,0,2002,126.747,industrial metal
Hotwire,0,2003,141.741,uk garage
The Gufs,0,0,166.057,pop rock
Eagles,0,2007,115.277,country rock
Basement Jaxx,0,1999,126.805,progressive house
Prozak,0,0,113.534,rap
Mark Wills,0,2003,69.222,bluegrass
Weirdos_ The,0,1978,139.913,rock
S.U.P,0,2001,147.983,doom metal
Tree,0,0,101.409,ska punk
DAVE MATTHEWS BAND,0,2001,85.141,jam band
BT,0,2006,110.002,electronica
Goldfinger,0,0,151.036,ska punk
George Jones,0,0,158.955,honky tonk
John Berry,0,0,118.096,country rock
John Williams,0,0,117.971,soundtrack
Abijah,0,2003,119.029,roots reggae
Agnostic Front,0,1992,110.791,hardcore punk
Sick Of It All,0,2010,113.198,hardcore punk
"TrA""s",0,0,125.983,latin jazz
Kenny G,0,1986,84.825,instrumental pop
Shirley Caesar,0,0,103.8,symphony
Kevin Burke,0,0,214.424,irish folk
Sean Quinn,0,0,111.442,progressive house
Nicola Fasano feat. Paula B.,0,0,126.282,progressive house
Oscar Pettiford,0,0,144.49,bebop
Fuel,0,1995,190.631,post-grunge
Marc Lavoine,0,1989,122.503,chanson
Frederick Knight,0,2000,96.534,disco
Radiohead,0,1993,122.428,british pop
Phantom Planet,0,2008,179.51,power pop
Mario Rosenstock,0,0,81.65,irish
Russ Morgan,0,0,142.657,orchestra
Aerosmith,0,0,148.358,blues-rock
Hoods,0,0,118.947,hardcore punk
Grand Funk,0,0,114.934,hard rock
Carl Doy,0,0,147.51,progressive house
Mothers Pride,0,0,89.881,funk metal
Geier Sturzflug,0,0,160.24,pop rock
Workhorse,0,2007,122.858,dirty south rap
Knack,0,0,150.08,british pop
Deep Puddle Dynamics,0,1999,177.876,hip hop
Zebra,0,1983,138.831,heavy metal
Naseebo Lal,0,0,87.03,italian disco
The Irish Rovers,0,0,165.53,irish folk
A Tundra,0,2010,177.958,beat
Juana Molina,0,2006,123.278,folktronica
Hank Penny & Sue Thompson,0,0,140.151,western swing
Jeff And Sheri Easter,0,0,122.023,southern gospel
JennyAnyKind,0,0,117.416,alternative rock
Winds Of Plague,0,2009,140.238,death metal
Al Duvall,0,0,118.029,blues-rock
Johnny Osbourne,0,2007,136.72,roots reggae
Britt Nicole,0,2007,132.021,ccm
Tyrone Taylor,0,0,81.936,lovers rock
Poncho Sanchez,0,2002,211.806,latin jazz
Dead Kennedys,0,1979,223.62,rock
Modern Lovers,0,1976,142.857,art rock
Paul Taylor,0,0,144.005,smooth jazz
Los AutA(c)nticos Decadentes,0,2004,133.821,cumbia
Atreyu,0,2004,151.64,post-hardcore
Luiz Bonfa,0,2005,194.099,samba
Shelly Manne,0,1996,121.871,hard bop
Washboard Sam,0,0,95.666,delta blues
Amil,0,2000,165.967,hip hop
Skeeter Davis,0,1995,120.689,country rock
DJ Godfather,0,1998,97.075,electro
Thrice,0,2005,126.947,post-hardcore
Fehlfarben,0,1983,122.754,new wave
The Real Kids,0,0,124.616,power pop
Andres Calamaro,0,0,76.908,tango
Hey Colossus,0,2007,84.518,stoner metal
The London Pops Orchestra,0,0,92.26,easy listening
Goatwhore,0,2000,113.557,black metal
Snow Patrol,0,2009,107.998,indie rock
Inspiral Carpets,0,1990,113.608,indie rock
Eric Burdon,0,1997,86.833,blues-rock
Kruger,0,0,154.637,post-hardcore
Albert PrA(c)jean,0,0,210.636,chanson
Lonestar,0,1997,92.025,country
Erick Sermon,0,0,88.878,hip hop
Freddie McGregor,0,0,92.972,lovers rock
Amber Nicholson,0,0,95.061,country
Circle Jerks,0,1980,156.605,hardcore punk
Arctic Monkeys,0,2004,144.955,garage rock
Sierra Maestra,0,1994,117.766,charanga
James Newton Howard,0,1999,189.037,instrumental pop
Kofi,0,0,59.957,lovers rock
Gene Simmons,0,0,140.148,hard rock
Tex Williams,0,0,168.879,western swing
SANSHIRO,0,0,147.395,los angeles
Death SS,0,2006,102.126,heavy metal
Bessie Smith,0,2007,75.316,chicago blues
Lou Reed,0,0,65.896,glam rock
Daniel Chan,0,0,161.986,chinese music
Jerry Lewis,0,0,122.786,rock steady
Alain-FranASSois,0,0,160.046,french pop
Los Rumberos Catalanes,0,0,66.064,flamenco
Cam'Ron,0,2006,101.883,hip hop
Randy Travis,0,0,99.141,country gospel
Michelle & Vickie,0,0,120.014,chinese music
Arco Iris,0,0,105.157,acid jazz
Paulo Flores,0,0,101.767,zouk
Philly's Most Wanted,0,2001,96.037,hip hop
Phantomsmasher,0,2002,88.05,post rock
George Lopez,0,2006,113.131,california
Bas-Sheva,0,0,111.504,exotica
HA(c)lio Ziskind,0,0,93.753,banda
Mikey Dread,0,1981,144.144,roots reggae
Big Star,0,0,58.393,power pop
30 Seconds To Mars,0,2009,122.924,rock
Grandpa Jones,0,1995,65.93,bluegrass
Cross Country,0,2009,185.623,progressive house
Jack Miles,0,0,120.005,screamo
The Marx Brothers,0,0,172.809,vaudeville
Bug Mafia,0,0,186.006,hip hop
Hatebreed,0,2009,136.021,hardcore punk
Converge,0,2009,156.924,hardcore punk
Philip Glass,0,0,120.003,chamber music
Drexel,0,0,137.333,easy listening
Mons Leidvin Takle,0,0,83.057,lullaby
Cool Connection,0,0,119.957,blues
Falco,0,1991,112.352,dance pop
Taylor Swift,0,2006,167.97,country
Rainbow,0,1978,135.206,heavy metal
Nancy Walker,0,0,47.682,vaudeville
Misfits,0,0,135.801,horror punk
Jane Winther,0,0,19.657,meditation
Jyve V,0,0,132.082,latin
Shamen,0,1992,125.749,tech house
Eko Fresh,0,0,86.928,pop rap
Janis Joplin,0,1972,137.368,blues-rock
Wilks,0,0,90.007,hip hop
Enrique Iglesias,0,2007,114.983,dance pop
Kali,0,0,128.999,hip hop
Neil Sedaka,0,0,159.184,brill building pop
Joy Division,0,0,133.331,alternative
Ino,0,0,124.997,techno
Jennifer Lopez,0,2001,104.796,dance pop
Cherish The Ladies,0,1999,118.182,irish folk
Jerry Butler,0,0,71.171,chicago soul
Eason Chan,0,0,119.977,cantonese pop
Nicole C. Mullen,0,0,104.039,ccm
Eden's Bridge,0,0,79.13,celtic
Eagles,0,2007,92.186,country rock
Edmundo Ros,0,0,199.894,samba
Abbott & Chambers,0,0,129.956,progressive trance
Al DiMeola,0,1992,206.101,latin jazz
Twista & The Speedknot Mobstaz,0,0,121.957,gangster rap
The Revolutionary Ensemble,0,0,74.183,free jazz
Leroy Van Dyke,0,1962,163.942,country rock
John Mayall & The Bluesbreakers,0,1966,107.458,blues-rock
Peggy Lee,0,0,144.099,vocal jazz
Lightnin' Slim,0,1997,94.721,swamp blues
Les Hurlements D'leo,0,0,163.317,folk rock
Mykill Miers,0,0,106.221,hip hop
Bad Brains,0,1996,135.415,hardcore punk
Dora The Explorer,0,0,107.201,goregrind
Randy Stonehill,0,0,121.437,ccm
Los Iracundos,0,0,102.534,latin pop
Shirley Caesar,0,0,127.686,symphony
Pursuit Of Happiness,0,0,127.987,power pop
BA(c)zu,0,0,122.968,chanson
Mathey,0,0,108.024,soukous
Elli Kokkinou,0,0,93.022,pop folk
Mark Lowry,0,0,122.166,ccm
David Arkenstone,0,0,81.952,celtic
Johnny Pearson,0,0,125.41,orchestra
Agnostic Front,0,0,130.869,hardcore punk
Pierre Perret,0,1994,135.487,chanson
Pursuit Of Happiness,0,1988,131.04,power pop
Ben Sidran,0,0,160.976,smooth jazz
Soilent Green,0,2001,100.917,sludge metal
Long Beach Dub Allstars,0,2001,69.737,dub
New York Dolls,0,0,122.03,glam rock
Kelly Clarkson,0,2007,131.991,teen pop
3 Way Funk,0,0,190.14,hyphy
Freddie Roulette,0,0,103.064,blues
Noel Harrison,0,0,176.761,folk-pop
JennyAnyKind,0,0,169.991,alternative rock
Redman,0,1992,94.146,hip hop
Skeeter Davis,0,0,134.931,country rock
Liquid Stranger,0,2007,93.328,dub
Spok Frevo Orquestra,0,2007,71.156,frevo
Percy Faith And His Orchestra,0,1953,55.233,orchestra
Bob Newhart,0,1961,133.721,comedy
Boney James And Rick Braun,0,2000,96.136,dubstep
Beastie Boys,0,1989,100.788,hip hop
Academy/Marriner,0,0,118.712,requiem
Teena Marie,0,1984,99.978,disco
Daouda,0,0,104.72,zouk
Marc Shaiman,0,1999,131.615,soundtrack
John Berry,0,0,126.533,country rock
Ace Da Vinci,0,0,211.059,hip hop
Andrae Crouch,0,0,164.647,soul jazz
BT,0,2000,136.003,electronica
Skeeter Davis,0,1988,98.663,country rock
The Bug Featuring Ricky Ranking,0,2008,143.812,illbient
All Girl Summer Fun Band,0,2008,76.455,pop rock
Madonna,0,2006,130.003,dance pop
Sugar Minott,0,0,159.715,roots reggae
Silverstein,0,2006,132.962,post-hardcore
The Elders,0,0,129.903,celtic rock
Louisa Mark,0,2003,128.304,lovers rock
Pumpkin Buzzard,0,0,119.984,happy hardcore
Gonzalo Rubalcaba,0,2008,187.406,latin jazz
Cookie Crew,0,1989,85.962,hip house
Evergreen Terrace,0,2002,166.03,melodic hardcore
Michael Salgado,0,0,206.637,tejano
Brainchoke,0,0,127.171,grindcore
Tania Maria,0,1983,176.18,latin jazz
Placebo,0,2009,118.956,british pop
Alice Stuart,0,0,83.456,electric blues
LeA3n Gieco,0,2002,120.023,folk rock
Moving Ninja,0,2005,90.167,dubstep
2raumwohnung,0,2001,111.016,tech house
Sex Pistols,0,1977,144.573,punk
Twista,0,1997,120.389,gangster rap
KT Tunstall,0,2005,137.806,folk-pop
Hound Dog Taylor and The Houserockers,0,0,95.48,blues-rock
Tony Mathews,0,0,70.26,french pop
La Billo_ Los MelA3dicos,0,0,163.566,gaita
Screaming Lord Sutch,0,0,130.76,psychobilly
Sylvia Tosun,0,2004,127.968,progressive house
Kings Of Leon,0,2004,85.855,southern rock
Pinch,0,0,139.994,dubstep
Dave Weckl,0,1994,93.502,hard house
Atreyu,0,0,160.153,post-hardcore
Grant Geissman,0,1993,192.301,smooth jazz
Ed Ames,0,0,127.408,ballad
Uphill Battle,0,2002,137.911,grindcore
Foo Fighters,0,1999,173.983,grunge
Loretta Lynn,0,0,83.976,honky tonk
Jacky Cheung,0,0,148.073,cantonese pop
DeGarmo & Key,0,0,161.846,ccm
Usher,0,1999,118.237,hip hop
Moraes Moreira,0,0,145.047,latin jazz
The Real Kids,0,0,175.626,power pop
Rance Allen Group,0,2006,100.332,jazz funk
Patrick Bruel,0,1991,140.696,cabaret
Gran Coquivacoa,0,0,81.255,gaita
Grayson Capps,0,2006,101.076,blues-rock
Tracy Byrd,0,0,137.528,honky tonk
CafA(c) Quijano,0,1998,102.677,pop rock
Brian Free & Assurance,0,0,108.565,southern gospel
Nirvana,0,0,131.056,grunge
The Misfits,0,1996,185.615,horror punk
Sex Pistols,0,1977,129.722,punk
Carl Smith,0,0,109.449,honky tonk
"Clarence ""Gatemouth"" Brown",0,0,136.38,texas blues
Mighty Diamonds,0,0,85.043,roots reggae
James Carter,0,2008,140.666,soul jazz
The London Theatre Orchestra,0,0,107.662,ragtime
Atari Teenage Riot,0,1999,100.341,breakcore
DJ Isaac,0,0,172.133,gabba
X-tv,0,0,146.037,ost
Scott Weiland,0,1998,112.68,post-grunge
Beto y sus Canarios,0,0,120.546,ranchera
Kris Kristofferson,0,1995,138.094,western swing
Bravehearts,0,2003,199.07,hip hop
Primordial,0,1998,118.196,folk metal
Jason Mraz,0,2007,104.296,alternative rock
Robin Fox,0,0,135.993,breakbeat
Deborahe Glasgow,0,0,166.579,lovers rock
2 Minutos,0,1994,146.275,skate punk
Jope Ruonansuu,0,2002,134.109,parody
Jimmy Cliff,0,1973,122.773,reggae
Bill Laswell,0,1996,172.955,future jazz
Snowgoons,0,2007,85.138,los angeles
Sammi Cheng,0,0,103.982,cantonese pop
The Statler Brothers,0,1994,99.66,country gospel
Vex'd,0,2005,149.96,dubstep
The Kings,0,0,100.65,modern rock
Daler Mehndi,0,2000,146.856,bhangra
Mannheim Steamroller,0,0,130.052,instrumental pop
Hatebreed,0,2009,175.363,hardcore punk
Lil' Romeo,0,0,95.991,dirty south rap
Noel Harrison,0,0,146.688,folk-pop
Shunza,0,0,141.733,chinese music
Ray Charles,0,0,154.332,blues
Annie Blanchard,0,2007,101.868,pop folk
Seal,0,1991,123.795,dance pop
"La BergA""re",0,0,123.437,los angeles
CoCo Lee,0,0,146.284,dance pop
The Chap,0,2008,181.863,future jazz
Naughty By Nature,0,0,93.925,gangster rap
Jason Mraz,0,0,119.234,alternative rock
Janet Paschal,0,0,146.807,southern gospel
Vanessa Daou,0,0,86.743,chill-out
Memphis La Blusera,0,2001,132.023,chicago blues
Venice,0,1990,104.556,folk-pop
Frank Chacksfield,0,0,84.789,orchestra
SA(c)amus Egan,0,0,201.512,irish folk
Photek,0,2000,104.98,jungle music
Cotton Candy,0,0,106.836,cabaret
KRS-One,0,0,146.06,hip hop
The Doors,0,0,86.051,classic rock
Agnostic Front,0,1999,116.438,hardcore punk
The Last Days Of Jesus,0,2004,125.126,deathrock
Dyango,0,0,99.003,ballad
Ty Herndon,0,1998,128.087,country
The Knife,0,0,105.02,electronic
Chris Jagger,0,0,99.547,roots rock
Jimmy Witherspoon,0,0,45.582,jazz blues
R. Carlos Nakai,0,0,107.963,chamber jazz
A-FS,0,0,98.254,hardcore punk
Kieran,0,0,87.572,r&b
Gabriel Yared,0,2007,137.149,latin jazz
Curtis Mayfield,0,0,119.811,chicago soul
REX ALLEN JR.,0,0,80.242,country rock
Jimmy McGriff,0,0,95.87,jazz funk
CA(c)line Dion,0,1996,120.047,soft rock
Danny Davis & The Boys,0,0,132.674,free improvisation
Sugar Ray,0,2005,92.299,post-grunge
The Jeff Healey Band,0,1988,126.16,blues-rock
Dakis,0,0,164.947,greek
DJ Omega,0,0,160.043,detroit techno
Viki Mosholiou,0,0,91.919,mondiovision
Year Long Disaster,0,0,113.978,stoner rock
Joy Division,0,0,162.394,alternative
The All-American Rejects,0,2005,147.998,emo
Blind Willie Johnson,0,1989,139.866,texas blues
Vox Dei,0,1974,154.475,new wave
Anti-Flag,0,1998,110.134,oi
Tony Ashton & Friends,0,0,125.523,blues-rock
Dorothy Norwood,0,0,151.215,blues
Sinch,0,2002,135.895,post-grunge
MIMS,0,2007,105.393,pop rap
Rick Astley,0,1987,128.171,dance pop
RUN-DMC,0,1993,102.176,hip hop
Chimaira,0,2005,93.513,groove metal
Sui Generis,0,1975,129.761,cumbia
The James Taylor Quartet,0,2003,204.791,jazz funk
Pedro Luis e a Parede,0,1997,92.065,samba
Cindy Morgan,0,0,111.379,ccm
Joe Grushecky,0,0,139.066,heartland rock
The Clancy Brothers;Tommy Makem,0,0,82.653,irish folk
Big Star,0,2009,144.717,power pop
Double Image,0,0,88.183,marimba
Gorki,0,0,150.117,pop
Kitty Wells,0,1990,117.815,honky tonk
The Mars Volta,0,2003,158.34,experimental rock
Isabel Pantoja,0,2002,95.673,flamenco
The Highwaymen,0,0,181.968,folk-pop
Lynn August,0,0,115.848,zydeco
Snow Patrol,0,2009,89.347,indie rock
FFH,0,2000,163.96,ccm
Beastie Boys,0,1994,101.044,hip hop
Sandy Lam,0,0,125.251,chinese music
POLINA,0,0,129.915,teen pop
Karlheinz Stockhausen,0,0,95.13,serialism
Beatnuts,0,0,92.115,grime
Sugar Minott,0,2007,148.382,roots reggae
Billie Jo Spears,0,0,105.445,classic country
Philip Glass,0,2007,69.979,chamber music
Prince,0,1978,138.165,dance rock
Sierra Maestra,0,1992,141.121,charanga
Nicola Fasano,0,0,130.04,progressive house
The Perrys,0,0,111.959,christian music
Public Image Ltd,0,1979,124.494,dance rock
Jennifer Clarke,0,0,71.233,pop folk
The Gufs,0,0,156.527,pop rock
brokeNCYDE,0,2008,113.361,pop rap
Richie McDonald,0,2009,99.784,country gospel
Alexandre Desplat,0,2009,170.024,soundtrack
Barenaked Ladies,0,1996,120.969,post-grunge
Nightswimmer,0,0,119.826,melbourne
Mink DeVille,0,1980,41.945,blues-rock
Ms. Dynamite,0,2002,150.567,grime
99 Posse,0,1992,101.849,reggae
Sugar Minott,0,0,161.353,roots reggae
Rocio Jurado,0,0,87.533,bulerias
Ms. Dynamite / Bounty Killer,0,2002,105.201,grime
Jazz Gillum,0,1997,107.669,chicago blues
Babbie Mason,0,0,199.762,ccm
Pierre Boulez,0,0,47.794,classical
Assassin,0,0,174.005,dancehall
Britt Nicole,0,2007,120.008,ccm
Richard Souther,0,0,107.005,chill-out
Doug Sahm,0,0,104.618,blues-rock
Steve Vai,0,2001,163.692,instrumental rock
Max Stalling,0,0,190.485,roots rock
Deepest Blue,0,2004,130.013,tech house
Cactus,0,0,133.227,blues-rock
Jan Wayne,0,2010,127.968,eurodance
Bob Cheevers,0,0,116.729,country rock
Chris Farlowe,0,0,103.342,blue-eyed soul
James Taylor,0,0,101.967,folk-pop
Goatwhore,0,2003,97.073,black metal
Wesley Tuttle,0,1992,71.705,western swing
Toni Braxton,0,2000,175.959,dance pop
Jimmy Riley,0,0,157.137,roots reggae
David Summers,0,1998,111.063,pop
Dolly Parton,0,1998,139.981,bluegrass
Smash Palace,0,0,136.164,power pop
Brice Kapel,0,0,128.229,chanson francaise
DJ Deeon,0,0,134.88,hard house
J.J. Cale & Eric Clapton,0,0,113.151,blues-rock
Jacky Cheung,0,0,99.144,cantonese pop
Van Halen,0,0,141.325,heavy metal
The Nelons,0,0,164.828,ccm
Lionel Richie,0,2004,84.821,quiet storm
Arctic Monkeys,0,2004,184.023,garage rock
Fehlfarben,0,1991,91.097,new wave
The Rascals,0,0,124.335,blue-eyed soul
Workhorse,0,2007,132.093,dirty south rap
Mighty Diamonds,0,0,171.377,roots reggae
Yiannis Tassios,0,0,190.035,greek
Leonardo Favio,0,0,102.392,singer-songwriter
MICHAEL WHITE,0,0,124.237,new orleans jazz
Jackie Edwards,0,0,158.322,rock steady
Sophie Tucker,0,0,95.514,vaudeville
Raze,0,0,102.606,hip house
Quinteto Violado,0,1999,134.654,brazilian pop music
Ricardo Lemvo,0,1997,175.43,salsa
Joe Bataan,0,2005,104.801,salsa
Tito Puente,0,1972,88.384,salsa
Spooky Tooth,0,1969,142.646,blues-rock
Larytta,0,0,96.064,chanson
Jane Winther,0,0,0.0,meditation
Juana Molina,0,2004,108.504,folktronica
Kuba,0,0,168.004,easy listening
Reginaldo Bessa,0,0,91.684,samba
John Hammond,0,2002,105.36,blues-rock
Brice Kapel,0,0,79.468,chanson francaise
Rick Ross,0,0,75.634,gangster rap
Bersuit Vergarabat,0,1996,126.531,cumbia
Patrick St-Eloi,0,0,180.017,zouk
Vangelis,0,2004,125.028,progressive rock
Charles Williams,0,0,102.739,latin jazz
Mazz,0,0,106.955,tejano
Catupecu Machu,0,0,130.008,electro rock
Grayson Capps,0,2005,186.886,blues-rock
Asure,0,0,99.886,digital hardcore
Cracker,0,1992,116.805,roots rock
Jorge Alfano,0,0,51.142,meditation
Stefon Harris,0,0,134.83,hard bop
D.A.R.,0,0,90.997,black metal
White Heart,0,0,82.533,ccm
Junior Parker,0,0,151.273,soul blues
Cheri Keaggy,0,1994,97.977,ccm
Cassidy,0,0,114.959,pop rap
The Shamrock Singers,0,0,106.865,irish folk
Jessica Simpson featuring Lil Bow Wow,0,2001,93.08,teen pop
The Mars Volta,0,2003,174.792,experimental rock
Uman,0,0,85.992,chill-out
Burning Spear,0,1991,101.799,roots reggae
Irma Thomas,0,0,130.839,delta blues
JoAPSo Gilberto,0,0,76.953,brazilian jazz
fIREHOSE,0,0,179.008,glam metal
The Black Crowes,0,1994,117.706,blues-rock
Electronic pig,0,2005,137.938,gabba
Grayson Capps,0,2006,132.684,blues-rock
Neil Innes,0,1995,140.069,pop rock
Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,0,0,131.816,classical
Jane's Addiction,0,0,123.015,alternative metal
Noisettes,0,2009,145.1,soundtrack
Maysa,0,0,101.439,brazilian pop music
Pete Miser,0,0,179.965,hip hop
Line Renaud,0,1994,117.537,chanson
Katie Armiger,0,0,150.085,singer-songwriter
Marc Lavoine,0,1995,140.424,chanson
Mungo Jerry,0,0,175.048,pop rock
Stephy Tang,0,2006,148.252,cantonese pop
Grup Knar,0,0,156.239,digital hardcore
Andrew W.K.,0,2003,191.144,alternative metal
Jim Kweskin,0,0,182.773,ragtime
Amilcar,0,0,87.882,meditation
Basement Jaxx,0,2001,130.862,progressive house
Commander Cody And His Lost Planet Airmen,0,0,123.713,country rock
Wyclef Jean,0,2007,85.964,hip hop
Thomas Dolby,0,1984,88.928,pop rock
Blind Lemon Jefferson,0,2007,106.798,country blues
The Distillers,0,2000,162.727,grunge
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,0,0,47.421,chinese music
Moraes Moreira,0,0,215.595,latin jazz
Smidi Beats,0,0,98.128,nu jazz
The Robert Cray Band,0,1983,127.373,blues-rock
Juan Carlos Baglietto,0,1986,131.724,tango
Jacques Higelin,0,1973,120.203,chanson
Kool Moe Dee,0,1987,104.171,hip hop
Alternative TV,0,1994,136.964,experimental rock
Abbott & Chambers,0,0,138.012,progressive trance
Indica,0,0,112.795,progressive house
Danny Wright,0,0,108.718,easy listening
Bad Azz,0,1998,86.979,gangster rap
Pagan Wanderer Lu,0,2006,134.909,indietronica
Little Eva,0,0,120.026,pop rock
Eduardo Dusek,0,2000,111.802,brazilian pop music
Alfredo GutiA(c)rrez,0,0,95.971,louisiana blues
Why?,0,0,132.462,hip hop
Amil,0,2000,90.894,hip hop
Pepper,0,2008,98.173,reggae
Hi-Tack,0,2006,129.146,progressive house
Alex Gopher,0,0,125.147,deep house
KA(c)kA(c)lA(c),0,2001,139.243,soukous
Hank Penny,0,2008,117.726,western swing
Dealership,0,2004,107.002,indie rock
Frankie Howard,0,0,165.903,funny
Freakhouse,0,0,78.019,alternative metal
The Smashing Pumpkins,0,1993,115.938,alternative rock
Starski and Clutch,0,0,165.252,ghetto tech
Sunnyland Slim,0,0,106.545,piano blues
The Highwaymen,0,0,154.188,folk-pop
Juan Carlos Baglietto,0,0,86.794,tango
Gaither Vocal Band,0,0,86.249,ccm
Big Mountain,0,0,149.169,roots reggae
Simon & Garfunkel,0,1966,181.41,folk-pop
Professor Longhair,0,1993,164.648,louisiana blues
Kommunity FK,0,0,91.312,new wave
Richi M.,0,1998,136.826,hard trance
Stevie Ray Vaughan And Double Trouble,0,0,158.136,texas blues
Foghat,0,1983,187.314,blues-rock
Slim Whitman,0,1993,106.637,folk-pop
Brian Auger's Oblivion Express,0,1999,107.053,jazz fusion
Unearth,0,2008,77.399,post-hardcore
Tim Hughes,0,2007,145.962,modern rock
DJ Icey,0,2003,132.986,breakbeat
King Curtis,0,0,43.211,instrumental rock
The Black Crowes,0,0,98.176,blues-rock
Scott Krippayne,0,0,96.0,ccm
El Gran Silencio,0,0,143.947,cumbia
